Gene	Category	SuperPathway	SubPathway
K14898	Genetic Information Processing	RNA family	Non-coding RNAs
K14899	Genetic Information Processing	RNA family	Non-coding RNAs
K14900	Genetic Information Processing	RNA family	Non-coding RNAs
K14901	Genetic Information Processing	RNA family	Non-coding RNAs
K14902	Genetic Information Processing	RNA family	Non-coding RNAs
K14903	Genetic Information Processing	RNA family	Non-coding RNAs
K14904	Genetic Information Processing	RNA family	Non-coding RNAs
K14905	Genetic Information Processing	RNA family	Non-coding RNAs
K14906	Genetic Information Processing	RNA family	Non-coding RNAs
K14907	Genetic Information Processing	RNA family	Non-coding RNAs
K14908	Genetic Information Processing	RNA family	Non-coding RNAs
K14910	Genetic Information Processing	RNA family	Non-coding RNAs
K14911	Genetic Information Processing	RNA family	Non-coding RNAs
K14912	Genetic Information Processing	RNA family	Non-coding RNAs
K14913	Genetic Information Processing	RNA family	Non-coding RNAs
K14909	Genetic Information Processing	RNA family	Non-coding RNAs
K14914	Genetic Information Processing	RNA family	Non-coding RNAs
K14915	Genetic Information Processing	RNA family	Non-coding RNAs
K14916	Genetic Information Processing	RNA family	Non-coding RNAs
K14917	Genetic Information Processing	RNA family	Non-coding RNAs
K14918	Genetic Information Processing	RNA family	Non-coding RNAs
K14919	Genetic Information Processing	RNA family	Non-coding RNAs
K14920	Genetic Information Processing	RNA family	Non-coding RNAs
K14921	Genetic Information Processing	RNA family	Non-coding RNAs
K14922	Genetic Information Processing	RNA family	Non-coding RNAs
K14923	Genetic Information Processing	RNA family	Non-coding RNAs
K14924	Genetic Information Processing	RNA family	Non-coding RNAs
K14925	Genetic Information Processing	RNA family	Non-coding RNAs
K14926	Genetic Information Processing	RNA family	Non-coding RNAs
K14927	Genetic Information Processing	RNA family	Non-coding RNAs
K14928	Genetic Information Processing	RNA family	Non-coding RNAs
K14929	Genetic Information Processing	RNA family	Non-coding RNAs
K14930	Genetic Information Processing	RNA family	Non-coding RNAs
K14931	Genetic Information Processing	RNA family	Non-coding RNAs
K14932	Genetic Information Processing	RNA family	Non-coding RNAs
K14933	Genetic Information Processing	RNA family	Non-coding RNAs
K14934	Genetic Information Processing	RNA family	Non-coding RNAs
K14935	Genetic Information Processing	RNA family	Non-coding RNAs
K14936	Genetic Information Processing	RNA family	Non-coding RNAs
K14576	Genetic Information Processing	RNA family	Non-coding RNAs
K16972	Genetic Information Processing	RNA family	Non-coding RNAs
K17365	Genetic Information Processing	RNA family	Non-coding RNAs
K16977	Genetic Information Processing	RNA family	Non-coding RNAs
K16864	Genetic Information Processing	RNA family	Non-coding RNAs
K17393	Genetic Information Processing	RNA family	Non-coding RNAs
K16986	Genetic Information Processing	RNA family	Non-coding RNAs
K16987	Genetic Information Processing	RNA family	Non-coding RNAs
K16988	Genetic Information Processing	RNA family	Non-coding RNAs
K17002	Genetic Information Processing	RNA family	Non-coding RNAs
K17003	Genetic Information Processing	RNA family	Non-coding RNAs
K17004	Genetic Information Processing	RNA family	Non-coding RNAs
K17005	Genetic Information Processing	RNA family	Non-coding RNAs
K17006	Genetic Information Processing	RNA family	Non-coding RNAs
K17007	Genetic Information Processing	RNA family	Non-coding RNAs
K16863	Genetic Information Processing	RNA family	Non-coding RNAs
K17127	Genetic Information Processing	RNA family	Non-coding RNAs
K17165	Genetic Information Processing	RNA family	Non-coding RNAs
K17394	Genetic Information Processing	RNA family	Non-coding RNAs
K17395	Genetic Information Processing	RNA family	Non-coding RNAs
K17128	Genetic Information Processing	RNA family	Non-coding RNAs
K17038	Genetic Information Processing	RNA family	Non-coding RNAs
K16984	Genetic Information Processing	RNA family	Non-coding RNAs
K16985	Genetic Information Processing	RNA family	Non-coding RNAs
K17112	Genetic Information Processing	RNA family	Non-coding RNAs
K17113	Genetic Information Processing	RNA family	Non-coding RNAs
K17366	Genetic Information Processing	RNA family	Non-coding RNAs
K16995	Genetic Information Processing	RNA family	Non-coding RNAs
K16996	Genetic Information Processing	RNA family	Non-coding RNAs
K16997	Genetic Information Processing	RNA family	Non-coding RNAs
K17110	Genetic Information Processing	RNA family	Non-coding RNAs
K17111	Genetic Information Processing	RNA family	Non-coding RNAs
K17040	Genetic Information Processing	RNA family	Non-coding RNAs
K17183	Genetic Information Processing	RNA family	Non-coding RNAs
K17039	Genetic Information Processing	RNA family	Non-coding RNAs
K16982	Genetic Information Processing	RNA family	Non-coding RNAs
K16983	Genetic Information Processing	RNA family	Non-coding RNAs
K17008	Genetic Information Processing	RNA family	Non-coding RNAs
K17037	Genetic Information Processing	RNA family	Non-coding RNAs
K17114	Genetic Information Processing	RNA family	Non-coding RNAs
K16981	Genetic Information Processing	RNA family	Non-coding RNAs
K17367	Genetic Information Processing	RNA family	Non-coding RNAs
K17041	Genetic Information Processing	RNA family	Non-coding RNAs
K17129	Genetic Information Processing	RNA family	Non-coding RNAs
K16989	Genetic Information Processing	RNA family	Non-coding RNAs
K17034	Genetic Information Processing	RNA family	Non-coding RNAs
K17035	Genetic Information Processing	RNA family	Non-coding RNAs
K17396	Genetic Information Processing	RNA family	Non-coding RNAs
K17020	Genetic Information Processing	RNA family	Non-coding RNAs
